,Date,Unix,DE Ratio,Price,stock_p_change,SP500,sp500_p_changeDifference,Difference,Ticker,sp500_p_change
186,2008-02-22 17:59:05,1203683345.0,0.587,58.63,12.4256951103,1353.109985,,6.12266735549,met,6.30302775476
187,2004-09-19 22:39:35,1095613775.0,0.443,37.6,-27.9002876318,1123.5,,-16.1646955561,met,-11.7355920757
188,2007-03-25 11:50:59,1174803659.0,0.458,63.6,21.9558964525,1434.540039,,9.25556072844,met,12.7003357241
189,2007-04-06 08:39:47,1175828987.0,0.458,63.83,22.3969319271,1437.77002,,9.44284243305,met,12.9540894941
190,2008-10-17 00:04:28,1224182068.0,0.662,34.31,-34.209012464,940.549988,,-8.10050139509,met,-26.108511069
191,2008-12-18 21:41:22,1229616682.0,0.748,36.07,-30.8341323106,885.280029,,-0.383502677254,met,-30.4506296334
192,2006-08-29 00:38:36,1156792116.0,0.556,54.87,5.21572387344,1304.280029,,2.74887516212,met,2.46684871132
193,2005-03-20 22:27:22,1111337842.0,0.388,39.45,-24.3528283797,1190.209961,,-17.8581043149,met,-6.49472406474
194,2006-08-18 17:53:44,1155903824.0,0.556,54.11,3.75838926174,1302.300049,,1.44709174081,met,2.31129752093
195,2003-10-26 16:21:10,1067165470.0,0.45,30.42,-41.6682646213,1033.77002,,-22.883305783,met,-18.7849588383
196,2005-04-05 17:32:27,1112702547.0,0.388,39.75,-23.7775647172,1181.390015,,-16.5899280475,met,-7.18763666965
197,2007-03-28 08:50:21,1175052021.0,0.458,63.77,22.2818791946,1417.22998,,10.9414563399,met,11.3404228547
198,2007-03-27 07:07:49,1174959469.0,0.458,64.22,23.1447746884,1428.609985,,10.9103158715,met,12.2344588169
199,2008-12-05 00:15:55,1228416355.0,0.08,20.44,0.0,876.070007,,0.0,adbe,0.0
200,2007-06-30 20:56:00,1183217160.0,N/A,40.15,96.4285714286,1506.339966,,24.4856954068,adbe,71.9428760218
201,2007-01-27 16:50:33,1169896833.0,N/A,39.26,92.0743639922,1440.130005,,27.6890987174,adbe,64.3852652748
202,2005-08-31 10:51:30,1125465690.0,0,27.12,32.6810176125,1220.329956,,-6.61492292297,adbe,39.2959405355
203,2007-04-30 09:07:29,1177904249.0,N/A,42.89,109.833659491,1482.369995,,40.6268628704,adbe,69.2067966208
204,2005-04-05 04:12:22,1112654542.0,0,66.58,225.733855186,1181.390015,,190.882758178,adbe,34.8510970083
205,2007-03-28 17:43:54,1175084034.0,N/A,42.14,106.164383562,1417.22998,,44.3930674937,adbe,61.7713160679
206,2008-01-23 23:45:57,1201112157.0,N/A,34.33,67.9549902153,1338.599976,,15.1589847243,adbe,52.7960054909
207,2008-12-04 14:30:57,1228381257.0,0.08,22.54,10.2739726027,845.219971,,13.7953847905,adbe,-3.52141218778
208,2007-04-29 08:01:44,1177813904.0,N/A,42.89,109.833659491,1494.25,,39.2708062876,adbe,70.5628532036
209,2007-05-01 10:38:04,1177996084.0,N/A,41.56,103.326810176,1486.300049,,33.6714131046,adbe,69.6553970715
210,2005-02-07 16:20:07,1107773407.0,0,63.67,211.497064579,1201.719971,,174.325381792,adbe,37.1716827877
211,2008-12-20 21:49:14,1229789954.0,0.079,22.13,8.26810176125,904.419983,,5.03206174465,adbe,3.23604001661
212,2007-03-15 06:30:18,1173920418.0,N/A,39.3,92.2700587084,1392.280029,,33.346682965,adbe,58.9233757434
213,2004-11-12 17:19:37,1100260177.0,0,58.1,184.246575342,1184.170044,,149.078148785,adbe,35.168426557
214,2007-10-18 06:04:41,1192667681.0,N/A,45.97,124.902152642,1540.079956,,49.1079873703,adbe,75.7941652715
215,2007-05-30 21:47:54,1180541874.0,N/A,43.22,111.4481409,1530.22998,,36.7783122594,adbe,74.6698286408
216,2006-11-28 09:44:25,1164687265.0,N/A,40.22,96.771037182,1386.719971,,38.4823205361,adbe,58.2887166459
217,2007-03-09 02:36:54,1173388014.0,N/A,39.08,91.1937377691,1402.839966,,31.064986095,adbe,60.1287516741
218,2004-01-25 05:32:05,1074988925.0,0,38.04,86.1056751468,1143.939941,,55.529359115,adbe,30.5763160318
